16,ဩဂုတ်,2025,20,35,Shan,Keng Tung,21.291804,99.602865,UTC+6.5,False
17,ဩဂုတ်,2025,08,35,Kayah,Loikaw,19.674167,97.209444,UTC+6.5,False
